num	lesson	student	skill	cell	right	eol
759	Splot	FNPGCGC	VALUING-CAT-FEATURES	cell	1	eol
760	Splot	FNPGCGC	VALUING-CAT-FEATURES	cell	0	eol
761	Splot	FNPGCGC	VALUING-CAT-FEATURES	cell	0	eol
762	Splot	FNPGCGC	VALUING-CAT-FEATURES	cell	0	eol
763	Splot	GALGBCB	VALUING-CAT-FEATURES	cell	0	eol
764	Splot	GALGBCB	VALUING-CAT-FEATURES	cell	0	eol
765	Splot	GALGBCB	VALUING-CAT-FEATURES	cell	1	eol
766	Splot	GALGBCB	VALUING-CAT-FEATURES	cell	1	eol
767	Splot	GALGBCB	VALUING-CAT-FEATURES	cell	1	eol
768	Splot	GALGBCB	VALUING-CAT-FEATURES	cell	1	eol
769	Splot	GALGBCB	VALUING-CAT-FEATURES	cell	1	eol
770	Splot	GALGBCB	VALUING-CAT-FEATURES	cell	1	eol
771	Splot	GALGBCB	VALUING-CAT-FEATURES	cell	1	eol
772	Splot	JPIAFAE	VALUING-CAT-FEATURES	cell	1	eol
773	Splot	JPIAFAE	VALUING-CAT-FEATURES	cell	1	eol
774	Splot	JPIAFAE	VALUING-CAT-FEATURES	cell	1	eol
775	Splot	JPIAFAE	VALUING-CAT-FEATURES	cell	0	eol
776	Splot	JPIAFAE	VALUING-CAT-FEATURES	cell	1	eol
777	Splot	JPIAFAE	VALUING-CAT-FEATURES	cell	1	eol
778	Splot	JPIAFAE	VALUING-CAT-FEATURES	cell	0	eol
779	Splot	JPIAFAE	VALUING-CAT-FEATURES	cell	1	eol
780	Splot	JPIAFAE	VALUING-CAT-FEATURES	cell	1	eol
781	Splot	JPIAFAE	VALUING-CAT-FEATURES	cell	0	eol
782	Splot	KKFFAAE	VALUING-CAT-FEATURES	cell	1	eol
783	Splot	KKFFAAE	VALUING-CAT-FEATURES	cell	0	eol
784	Splot	KKFFAAE	VALUING-CAT-FEATURES	cell	0	eol
785	Splot	KKFFAAE	VALUING-CAT-FEATURES	cell	1	eol
786	Splot	KKFFAAE	VALUING-CAT-FEATURES	cell	1	eol
787	Splot	KKFFAAE	VALUING-CAT-FEATURES	cell	1	eol
788	Splot	KKFFAAE	VALUING-CAT-FEATURES	cell	0	eol
789	Splot	KKFFAAE	VALUING-CAT-FEATURES	cell	1	eol
790	Splot	LCABFDB	VALUING-CAT-FEATURES	cell	1	eol
791	Splot	LCABFDB	VALUING-CAT-FEATURES	cell	1	eol
792	Splot	LCABFDB	VALUING-CAT-FEATURES	cell	1	eol
793	Splot	LCABFDB	VALUING-CAT-FEATURES	cell	1	eol
794	Splot	LMWDEDE	VALUING-CAT-FEATURES	cell	1	eol
795	Splot	LMWDEDE	VALUING-CAT-FEATURES	cell	0	eol
796	Splot	LMWDEDE	VALUING-CAT-FEATURES	cell	1	eol
797	Splot	LMWDEDE	VALUING-CAT-FEATURES	cell	0	eol
798	Splot	LMWDEDE	VALUING-CAT-FEATURES	cell	1	eol
799	Splot	LMWDEDE	VALUING-CAT-FEATURES	cell	0	eol
800	Splot	LMWDEDE	VALUING-CAT-FEATURES	cell	1	eol
801	Splot	MAHDABD	VALUING-CAT-FEATURES	cell	0	eol
802	Splot	MAHDABD	VALUING-CAT-FEATURES	cell	1	eol
803	Splot	MAHDABD	VALUING-CAT-FEATURES	cell	0	eol
804	Splot	MAHDABD	VALUING-CAT-FEATURES	cell	0	eol
805	Splot	MAHDABD	VALUING-CAT-FEATURES	cell	0	eol
806	Splot	MAHDABD	VALUING-CAT-FEATURES	cell	0	eol
807	Splot	MAHDABD	VALUING-CAT-FEATURES	cell	0	eol
808	Splot	MCCHIFE	VALUING-CAT-FEATURES	cell	1	eol
809	Splot	MCCHIFE	VALUING-CAT-FEATURES	cell	0	eol
810	Splot	MCCHIFE	VALUING-CAT-FEATURES	cell	1	eol
811	Splot	MCCHIFE	VALUING-CAT-FEATURES	cell	1	eol
812	Splot	MCCHIFE	VALUING-CAT-FEATURES	cell	1	eol
813	Splot	MCCHIFE	VALUING-CAT-FEATURES	cell	1	eol
814	Splot	MCCHIFE	VALUING-CAT-FEATURES	cell	0	eol
815	Splot	MCCHIFE	VALUING-CAT-FEATURES	cell	0	eol
816	Splot	MCCHIFE	VALUING-CAT-FEATURES	cell	0	eol
817	Splot	NOUABBE	VALUING-CAT-FEATURES	cell	1	eol
818	Splot	NOUABBE	VALUING-CAT-FEATURES	cell	0	eol
819	Splot	NOUABBE	VALUING-CAT-FEATURES	cell	1	eol
820	Splot	NOUABBE	VALUING-CAT-FEATURES	cell	0	eol
821	Splot	NOUABBE	VALUING-CAT-FEATURES	cell	0	eol
822	Splot	NOUABBE	VALUING-CAT-FEATURES	cell	1	eol
823	Splot	OAFCFGB	VALUING-CAT-FEATURES	cell	1	eol
824	Splot	OAFCFGB	VALUING-CAT-FEATURES	cell	0	eol
825	Splot	OAFCFGB	VALUING-CAT-FEATURES	cell	0	eol
826	Splot	OAFCFGB	VALUING-CAT-FEATURES	cell	1	eol
827	Splot	OAFCFGB	VALUING-CAT-FEATURES	cell	1	eol
828	Splot	OAFCFGB	VALUING-CAT-FEATURES	cell	1	eol
829	Splot	OAFCFGB	VALUING-CAT-FEATURES	cell	0	eol
830	Splot	QFCHLFA	VALUING-CAT-FEATURES	cell	1	eol
831	Splot	QFCHLFA	VALUING-CAT-FEATURES	cell	0	eol
832	Splot	QFCHLFA	VALUING-CAT-FEATURES	cell	0	eol
833	Splot	QFCHLFA	VALUING-CAT-FEATURES	cell	1	eol
834	Splot	QFCHLFA	VALUING-CAT-FEATURES	cell	0	eol
835	Splot	QFCHLFA	VALUING-CAT-FEATURES	cell	0	eol
836	Splot	QFGIKAD	VALUING-CAT-FEATURES	cell	1	eol
837	Splot	QFGIKAD	VALUING-CAT-FEATURES	cell	0	eol
838	Splot	QFGIKAD	VALUING-CAT-FEATURES	cell	1	eol
839	Splot	QFGIKAD	VALUING-CAT-FEATURES	cell	0	eol
840	Splot	QFGIKAD	VALUING-CAT-FEATURES	cell	0	eol
841	Splot	QKTEJBB	VALUING-CAT-FEATURES	cell	1	eol
842	Splot	QKTEJBB	VALUING-CAT-FEATURES	cell	0	eol
843	Splot	QKTEJBB	VALUING-CAT-FEATURES	cell	1	eol
844	Splot	QKTEJBB	VALUING-CAT-FEATURES	cell	0	eol
845	Splot	QKTEJBB	VALUING-CAT-FEATURES	cell	0	eol
846	Splot	QKTEJBB	VALUING-CAT-FEATURES	cell	0	eol
847	Splot	QKTEJBB	VALUING-CAT-FEATURES	cell	1	eol
848	Splot	SKRDBGE	VALUING-CAT-FEATURES	cell	0	eol
849	Splot	SKRDBGE	VALUING-CAT-FEATURES	cell	1	eol
850	Splot	SKRDBGE	VALUING-CAT-FEATURES	cell	0	eol
851	Splot	SKRDBGE	VALUING-CAT-FEATURES	cell	0	eol
852	Splot	SKRDBGE	VALUING-CAT-FEATURES	cell	1	eol
853	Splot	SKRDBGE	VALUING-CAT-FEATURES	cell	1	eol
854	Splot	SKRDBGE	VALUING-CAT-FEATURES	cell	1	eol
855	Splot	SKRDBGE	VALUING-CAT-FEATURES	cell	1	eol
856	Splot	SKRDBGE	VALUING-CAT-FEATURES	cell	0	eol
857	Splot	SKRDBGE	VALUING-CAT-FEATURES	cell	1	eol
858	Splot	SNSIGCEG	VALUING-CAT-FEATURES	cell	1	eol
859	Splot	SNSIGCEG	VALUING-CAT-FEATURES	cell	1	eol
860	Splot	SNSIGCEG	VALUING-CAT-FEATURES	cell	1	eol
861	Splot	SNSIGCEG	VALUING-CAT-FEATURES	cell	0	eol
862	Splot	SNSIGCEG	VALUING-CAT-FEATURES	cell	1	eol
863	Splot	SNSIGCEG	VALUING-CAT-FEATURES	cell	1	eol
864	Splot	SNSIGCEG	VALUING-CAT-FEATURES	cell	1	eol
865	Splot	SNSIGCEG	VALUING-CAT-FEATURES	cell	1	eol
866	Splot	SNSIGCEG	VALUING-CAT-FEATURES	cell	1	eol
867	Splot	SNSIGCEG	VALUING-CAT-FEATURES	cell	1	eol
868	Splot	SNSIGCEG	VALUING-CAT-FEATURES	cell	1	eol
869	Splot	SNSIGCEG	VALUING-CAT-FEATURES	cell	1	eol
870	Splot	SNSIGCEG	VALUING-CAT-FEATURES	cell	1	eol
871	Splot	SNSIGCEG	VALUING-CAT-FEATURES	cell	1	eol
872	Splot	SNSIGCEG	VALUING-CAT-FEATURES	cell	1	eol
873	Splot	DLTJCGA	VALUING-CAT-FEATURES	cell	1	eol
874	Splot	DLTJCGA	VALUING-CAT-FEATURES	cell	1	eol
875	Splot	DLTJCGA	VALUING-CAT-FEATURES	cell	1	eol
876	Splot	DLTJCGA	VALUING-CAT-FEATURES	cell	1	eol
877	Splot	DLTJCGA	VALUING-CAT-FEATURES	cell	0	eol
878	Splot	DLTJCGA	VALUING-CAT-FEATURES	cell	1	eol
879	Splot	DLTJCGA	VALUING-CAT-FEATURES	cell	0	eol
880	Splot	DLTJCGA	VALUING-CAT-FEATURES	cell	0	eol
881	Splot	DLTJCGA	VALUING-CAT-FEATURES	cell	1	eol
882	Splot	DLTJCGA	VALUING-CAT-FEATURES	cell	1	eol
883	Splot	DLTJCGA	VALUING-CAT-FEATURES	cell	1	eol
884	Splot	DPTJFBD	VALUING-CAT-FEATURES	cell	1	eol
885	Splot	DPTJFBD	VALUING-CAT-FEATURES	cell	0	eol
886	Splot	EDTKEFD	VALUING-CAT-FEATURES	cell	1	eol
887	Splot	EDTKEFD	VALUING-CAT-FEATURES	cell	1	eol
888	Splot	EDTKEFD	VALUING-CAT-FEATURES	cell	1	eol
889	Splot	EDTKEFD	VALUING-CAT-FEATURES	cell	1	eol
890	Splot	EDTKEFD	VALUING-CAT-FEATURES	cell	1	eol
891	Splot	EDTKEFD	VALUING-CAT-FEATURES	cell	1	eol
892	Splot	EDTKEFD	VALUING-CAT-FEATURES	cell	1	eol
893	Splot	EDTKEFD	VALUING-CAT-FEATURES	cell	1	eol
894	Splot	EDTKEFD	VALUING-CAT-FEATURES	cell	0	eol
895	Splot	EDTKEFD	VALUING-CAT-FEATURES	cell	1	eol
896	Splot	EDTKEFD	VALUING-CAT-FEATURES	cell	0	eol
897	Splot	EGJEFEA	VALUING-CAT-FEATURES	cell	1	eol
898	Splot	EGJEFEA	VALUING-CAT-FEATURES	cell	0	eol
899	Splot	EGJEFEA	VALUING-CAT-FEATURES	cell	1	eol
900	Splot	EGJEFEA	VALUING-CAT-FEATURES	cell	1	eol
901	Splot	FJWEMAC	VALUING-CAT-FEATURES	cell	0	eol
902	Splot	FJWEMAC	VALUING-CAT-FEATURES	cell	1	eol
903	Splot	FJWEMAC	VALUING-CAT-FEATURES	cell	1	eol
904	Splot	FJWEMAC	VALUING-CAT-FEATURES	cell	0	eol
905	Splot	FJWEMAC	VALUING-CAT-FEATURES	cell	1	eol
906	Splot	FJWEMAC	VALUING-CAT-FEATURES	cell	0	eol
907	Splot	FJWEMAC	VALUING-CAT-FEATURES	cell	0	eol
908	Splot	FJWEMAC	VALUING-CAT-FEATURES	cell	0	eol
909	Splot	IJEKLBA	VALUING-CAT-FEATURES	cell	1	eol
910	Splot	IJEKLBA	VALUING-CAT-FEATURES	cell	0	eol
911	Splot	IMBHKEB	VALUING-CAT-FEATURES	cell	1	eol
912	Splot	IMBHKEB	VALUING-CAT-FEATURES	cell	0	eol
913	Splot	IMBHKEB	VALUING-CAT-FEATURES	cell	1	eol
914	Splot	KJOCFEE	VALUING-CAT-FEATURES	cell	0	eol
915	Splot	KJOCFEE	VALUING-CAT-FEATURES	cell	1	eol
916	Splot	KJOCFEE	VALUING-CAT-FEATURES	cell	1	eol
917	Splot	KJOCFEE	VALUING-CAT-FEATURES	cell	1	eol
918	Splot	KJOCFEE	VALUING-CAT-FEATURES	cell	1	eol
919	Splot	KJOCFEE	VALUING-CAT-FEATURES	cell	1	eol
920	Splot	KJOCFEE	VALUING-CAT-FEATURES	cell	1	eol
921	Splot	KJOCFEE	VALUING-CAT-FEATURES	cell	1	eol
922	Splot	KJOCFEE	VALUING-CAT-FEATURES	cell	1	eol
923	Splot	KJOCFEE	VALUING-CAT-FEATURES	cell	1	eol
924	Splot	LHWAMGB	VALUING-CAT-FEATURES	cell	1	eol
925	Splot	LHWAMGB	VALUING-CAT-FEATURES	cell	0	eol
926	Splot	LHWAMGB	VALUING-CAT-FEATURES	cell	0	eol
927	Splot	LOVBEEC	VALUING-CAT-FEATURES	cell	1	eol
928	Splot	LOVBEEC	VALUING-CAT-FEATURES	cell	0	eol
929	Splot	LOVBEEC	VALUING-CAT-FEATURES	cell	1	eol
930	Splot	LOVBEEC	VALUING-CAT-FEATURES	cell	1	eol
931	Splot	LOVBEEC	VALUING-CAT-FEATURES	cell	1	eol
932	Splot	LOVBEEC	VALUING-CAT-FEATURES	cell	0	eol
933	Splot	MBBAICB	VALUING-CAT-FEATURES	cell	1	eol
934	Splot	MBBAICB	VALUING-CAT-FEATURES	cell	0	eol
935	Splot	MBBAICB	VALUING-CAT-FEATURES	cell	1	eol
936	Splot	MBBAICB	VALUING-CAT-FEATURES	cell	0	eol
937	Splot	MBBAICB	VALUING-CAT-FEATURES	cell	0	eol
938	Splot	MBBAICB	VALUING-CAT-FEATURES	cell	0	eol
939	Splot	MBBAICB	VALUING-CAT-FEATURES	cell	0	eol
940	Splot	MJUDIGD	VALUING-CAT-FEATURES	cell	0	eol
941	Splot	MJUDIGD	VALUING-CAT-FEATURES	cell	1	eol
942	Splot	MJUDIGD	VALUING-CAT-FEATURES	cell	1	eol
943	Splot	MJUDIGD	VALUING-CAT-FEATURES	cell	1	eol
944	Splot	MJUDIGD	VALUING-CAT-FEATURES	cell	0	eol
945	Splot	ONIGKDE	VALUING-CAT-FEATURES	cell	1	eol
946	Splot	ONIGKDE	VALUING-CAT-FEATURES	cell	1	eol
947	Splot	ONIGKDE	VALUING-CAT-FEATURES	cell	1	eol
948	Splot	ONIGKDE	VALUING-CAT-FEATURES	cell	1	eol
949	Splot	ONIGKDE	VALUING-CAT-FEATURES	cell	1	eol
950	Splot	ONIGKDE	VALUING-CAT-FEATURES	cell	1	eol
951	Splot	ONIGKDE	VALUING-CAT-FEATURES	cell	1	eol
952	Splot	ONIGKDE	VALUING-CAT-FEATURES	cell	1	eol
953	Splot	ONIGKDE	VALUING-CAT-FEATURES	cell	1	eol
954	Splot	PHMDCBA	VALUING-CAT-FEATURES	cell	1	eol
955	Splot	PHMDCBA	VALUING-CAT-FEATURES	cell	1	eol
956	Splot	PHMDCBA	VALUING-CAT-FEATURES	cell	1	eol
957	Splot	QIBABEA	VALUING-CAT-FEATURES	cell	1	eol
958	Splot	QIBABEA	VALUING-CAT-FEATURES	cell	1	eol
959	Splot	QIBABEA	VALUING-CAT-FEATURES	cell	1	eol
960	Splot	QIBABEA	VALUING-CAT-FEATURES	cell	1	eol
961	Splot	RETACEE	VALUING-CAT-FEATURES	cell	1	eol
962	Splot	RETACEE	VALUING-CAT-FEATURES	cell	1	eol
963	Splot	RETACEE	VALUING-CAT-FEATURES	cell	1	eol
964	Splot	RETACEE	VALUING-CAT-FEATURES	cell	1	eol
965	Splot	RETACEE	VALUING-CAT-FEATURES	cell	1	eol
966	Splot	RETACEE	VALUING-CAT-FEATURES	cell	1	eol
967	Splot	RETACEE	VALUING-CAT-FEATURES	cell	1	eol
968	Splot	RETACEE	VALUING-CAT-FEATURES	cell	1	eol
969	Splot	RLBKCGE	VALUING-CAT-FEATURES	cell	1	eol
970	Splot	RLBKCGE	VALUING-CAT-FEATURES	cell	0	eol
971	Splot	RLBKCGE	VALUING-CAT-FEATURES	cell	1	eol
972	Splot	RLBKCGE	VALUING-CAT-FEATURES	cell	1	eol
973	Splot	RLBKCGE	VALUING-CAT-FEATURES	cell	1	eol
974	Splot	RLBKCGE	VALUING-CAT-FEATURES	cell	1	eol
975	Splot	RLBKCGE	VALUING-CAT-FEATURES	cell	1	eol
976	Splot	RLBKCGE	VALUING-CAT-FEATURES	cell	1	eol
977	Splot	RLBKCGE	VALUING-CAT-FEATURES	cell	1	eol
978	Splot	RLBKCGE	VALUING-CAT-FEATURES	cell	1	eol
979	Splot	RLBKCGE	VALUING-CAT-FEATURES	cell	1	eol
980	Splot	RLBKCGE	VALUING-CAT-FEATURES	cell	1	eol
981	Splot	RLBKCGE	VALUING-CAT-FEATURES	cell	0	eol
982	Splot	RLBKCGE	VALUING-CAT-FEATURES	cell	0	eol
983	Splot	RONELGC	VALUING-CAT-FEATURES	cell	1	eol
984	Splot	RONELGC	VALUING-CAT-FEATURES	cell	0	eol
985	Splot	RONELGC	VALUING-CAT-FEATURES	cell	0	eol
986	Splot	BBDCDFB	VALUING-CAT-FEATURES	cell	1	eol
987	Splot	BBDCDFB	VALUING-CAT-FEATURES	cell	1	eol
988	Splot	BBDCDFB	VALUING-CAT-FEATURES	cell	1	eol
989	Splot	BBDCDFB	VALUING-CAT-FEATURES	cell	1	eol
990	Splot	BBDCDFB	VALUING-CAT-FEATURES	cell	1	eol
991	Splot	BBDCDFB	VALUING-CAT-FEATURES	cell	1	eol
992	Splot	BBDCDFB	VALUING-CAT-FEATURES	cell	1	eol
993	Splot	BBDCDFB	VALUING-CAT-FEATURES	cell	1	eol
994	Splot	BBDCDFB	VALUING-CAT-FEATURES	cell	1	eol
995	Splot	BBDCDFB	VALUING-CAT-FEATURES	cell	0	eol
996	Splot	BBDCDFB	VALUING-CAT-FEATURES	cell	1	eol
997	Splot	BBDCDFB	VALUING-CAT-FEATURES	cell	0	eol
998	Splot	BBDCDFB	VALUING-CAT-FEATURES	cell	1	eol
999	Splot	BKIDBCC	VALUING-CAT-FEATURES	cell	1	eol
1000	Splot	BKIDBCC	VALUING-CAT-FEATURES	cell	0	eol
1001	Splot	BKIDBCC	VALUING-CAT-FEATURES	cell	0	eol
1002	Splot	BKIDBCC	VALUING-CAT-FEATURES	cell	1	eol
1003	Splot	BKIDBCC	VALUING-CAT-FEATURES	cell	1	eol
1004	Splot	BKIDBCC	VALUING-CAT-FEATURES	cell	1	eol
1005	Splot	BKIDBCC	VALUING-CAT-FEATURES	cell	0	eol
1006	Splot	BKIDBCC	VALUING-CAT-FEATURES	cell	1	eol
1007	Splot	CJGFDAC	VALUING-CAT-FEATURES	cell	1	eol
1008	Splot	CJGFDAC	VALUING-CAT-FEATURES	cell	0	eol
1009	Splot	CJGFDAC	VALUING-CAT-FEATURES	cell	1	eol
1010	Splot	DOBIMGC	VALUING-CAT-FEATURES	cell	1	eol
1011	Splot	DOBIMGC	VALUING-CAT-FEATURES	cell	0	eol
1012	Splot	DOBIMGC	VALUING-CAT-FEATURES	cell	1	eol
1013	Splot	DOBIMGC	VALUING-CAT-FEATURES	cell	0	eol
1014	Splot	DQMGIDC	VALUING-CAT-FEATURES	cell	1	eol
1015	Splot	DQMGIDC	VALUING-CAT-FEATURES	cell	1	eol
1016	Splot	DQMGIDC	VALUING-CAT-FEATURES	cell	1	eol
1017	Splot	DQMGIDC	VALUING-CAT-FEATURES	cell	1	eol
1018	Splot	DQMGIDC	VALUING-CAT-FEATURES	cell	0	eol
1019	Splot	DQMGIDC	VALUING-CAT-FEATURES	cell	1	eol
1020	Splot	DQMGIDC	VALUING-CAT-FEATURES	cell	1	eol
1021	Splot	DQMGIDC	VALUING-CAT-FEATURES	cell	1	eol
1022	Splot	DQMGIDC	VALUING-CAT-FEATURES	cell	1	eol
1023	Splot	DQMGIDC	VALUING-CAT-FEATURES	cell	1	eol
1024	Splot	DQMGIDC	VALUING-CAT-FEATURES	cell	1	eol
1025	Splot	GGPCHDC	VALUING-CAT-FEATURES	cell	1	eol
1026	Splot	GGPCHDC	VALUING-CAT-FEATURES	cell	1	eol
1027	Splot	GGPCHDC	VALUING-CAT-FEATURES	cell	0	eol
1028	Splot	GGPCHDC	VALUING-CAT-FEATURES	cell	0	eol
1029	Splot	GGPCHDC	VALUING-CAT-FEATURES	cell	0	eol
1030	Splot	GGPCHDC	VALUING-CAT-FEATURES	cell	1	eol
1031	Splot	GGPCHDC	VALUING-CAT-FEATURES	cell	1	eol
1032	Splot	GGPCHDC	VALUING-CAT-FEATURES	cell	1	eol
1033	Splot	GGPCHDC	VALUING-CAT-FEATURES	cell	0	eol
1034	Splot	GGPCHDC	VALUING-CAT-FEATURES	cell	0	eol
1035	Splot	IITIMFB	VALUING-CAT-FEATURES	cell	1	eol
1036	Splot	IITIMFB	VALUING-CAT-FEATURES	cell	0	eol
1037	Splot	IITIMFB	VALUING-CAT-FEATURES	cell	1	eol
1038	Splot	IITIMFB	VALUING-CAT-FEATURES	cell	0	eol
1039	Splot	IITIMFB	VALUING-CAT-FEATURES	cell	1	eol
1040	Splot	IITIMFB	VALUING-CAT-FEATURES	cell	1	eol
1041	Splot	IITIMFB	VALUING-CAT-FEATURES	cell	0	eol
1042	Splot	IITIMFB	VALUING-CAT-FEATURES	cell	1	eol
1043	Splot	IITIMFB	VALUING-CAT-FEATURES	cell	1	eol
1044	Splot	IITIMFB	VALUING-CAT-FEATURES	cell	1	eol
1045	Splot	JCJBFAD	VALUING-CAT-FEATURES	cell	0	eol
1046	Splot	JCJBFAD	VALUING-CAT-FEATURES	cell	0	eol
1047	Splot	JCJBFAD	VALUING-CAT-FEATURES	cell	0	eol
1048	Splot	JCJBFAD	VALUING-CAT-FEATURES	cell	1	eol
1049	Splot	JCJBFAD	VALUING-CAT-FEATURES	cell	0	eol
1050	Splot	JCJBFAD	VALUING-CAT-FEATURES	cell	1	eol
1051	Splot	JCJBFAD	VALUING-CAT-FEATURES	cell	0	eol
1052	Splot	JCJBFAD	VALUING-CAT-FEATURES	cell	1	eol
1053	Splot	JCJBFAD	VALUING-CAT-FEATURES	cell	0	eol
1054	Splot	PAIEHFE	VALUING-CAT-FEATURES	cell	1	eol
1055	Splot	PAIEHFE	VALUING-CAT-FEATURES	cell	0	eol
1056	Splot	PAIEHFE	VALUING-CAT-FEATURES	cell	1	eol
1057	Splot	PAIEHFE	VALUING-CAT-FEATURES	cell	1	eol
1058	Splot	PAIEHFE	VALUING-CAT-FEATURES	cell	1	eol
1059	Splot	PAIEHFE	VALUING-CAT-FEATURES	cell	0	eol
1060	Splot	PAIEHFE	VALUING-CAT-FEATURES	cell	0	eol
1061	Splot	PNCJKCE	VALUING-CAT-FEATURES	cell	0	eol
1062	Splot	PNCJKCE	VALUING-CAT-FEATURES	cell	1	eol
1063	Splot	PNCJKCE	VALUING-CAT-FEATURES	cell	1	eol
1064	Splot	PNCJKCE	VALUING-CAT-FEATURES	cell	1	eol
1065	Splot	QJBDDGA	VALUING-CAT-FEATURES	cell	1	eol
1066	Splot	QJBDDGA	VALUING-CAT-FEATURES	cell	0	eol
1067	Splot	QJBDDGA	VALUING-CAT-FEATURES	cell	1	eol
1068	Splot	QJBDDGA	VALUING-CAT-FEATURES	cell	1	eol
1069	Splot	QJBDDGA	VALUING-CAT-FEATURES	cell	1	eol
1070	Splot	QJBDDGA	VALUING-CAT-FEATURES	cell	0	eol
1071	Splot	ABVGGAE	VALUING-CAT-FEATURES	cell	1	eol
1072	Splot	ABVGGAE	VALUING-CAT-FEATURES	cell	0	eol
1073	Splot	ABVGGAE	VALUING-CAT-FEATURES	cell	1	eol
1074	Splot	ABVGGAE	VALUING-CAT-FEATURES	cell	1	eol
1075	Splot	ABVGGAE	VALUING-CAT-FEATURES	cell	1	eol
1076	Splot	ABVGGAE	VALUING-CAT-FEATURES	cell	0	eol
1077	Splot	ABVGGAE	VALUING-CAT-FEATURES	cell	1	eol
1078	Splot	ABVGGAE	VALUING-CAT-FEATURES	cell	1	eol
1079	Splot	ABVGGAE	VALUING-CAT-FEATURES	cell	0	eol
1080	Splot	ABVGGAE	VALUING-CAT-FEATURES	cell	1	eol
1081	Splot	BIOHKBD	VALUING-CAT-FEATURES	cell	1	eol
1082	Splot	BIOHKBD	VALUING-CAT-FEATURES	cell	1	eol
1083	Splot	BIOHKBD	VALUING-CAT-FEATURES	cell	0	eol
1084	Splot	BIOHKBD	VALUING-CAT-FEATURES	cell	1	eol
1085	Splot	BIOHKBD	VALUING-CAT-FEATURES	cell	1	eol
1086	Splot	BIOHKBD	VALUING-CAT-FEATURES	cell	1	eol
1087	Splot	BPUKIEB	VALUING-CAT-FEATURES	cell	1	eol
1088	Splot	BPUKIEB	VALUING-CAT-FEATURES	cell	0	eol
1089	Splot	BPUKIEB	VALUING-CAT-FEATURES	cell	1	eol
1090	Splot	BPUKIEB	VALUING-CAT-FEATURES	cell	0	eol
1091	Splot	CKODJBC	VALUING-CAT-FEATURES	cell	1	eol
1092	Splot	CKODJBC	VALUING-CAT-FEATURES	cell	1	eol
1093	Splot	CKODJBC	VALUING-CAT-FEATURES	cell	1	eol
1094	Splot	CKODJBC	VALUING-CAT-FEATURES	cell	1	eol
1095	Splot	CKODJBC	VALUING-CAT-FEATURES	cell	1	eol
1096	Splot	CKODJBC	VALUING-CAT-FEATURES	cell	1	eol
1097	Splot	CKODJBC	VALUING-CAT-FEATURES	cell	0	eol
1098	Splot	CKODJBC	VALUING-CAT-FEATURES	cell	0	eol
1099	Splot	CQGKGGB	VALUING-CAT-FEATURES	cell	0	eol
1100	Splot	CQGKGGB	VALUING-CAT-FEATURES	cell	1	eol
1101	Splot	CQGKGGB	VALUING-CAT-FEATURES	cell	1	eol
1102	Splot	CQGKGGB	VALUING-CAT-FEATURES	cell	1	eol
1103	Splot	CQGKGGB	VALUING-CAT-FEATURES	cell	1	eol
1104	Splot	CQGKGGB	VALUING-CAT-FEATURES	cell	1	eol
1105	Splot	CQGKGGB	VALUING-CAT-FEATURES	cell	1	eol
1106	Splot	CQGKGGB	VALUING-CAT-FEATURES	cell	1	eol
1107	Splot	CQGKGGB	VALUING-CAT-FEATURES	cell	1	eol
1108	Splot	CQGKGGB	VALUING-CAT-FEATURES	cell	1	eol
1109	Splot	CQGKGGB	VALUING-CAT-FEATURES	cell	1	eol
1110	Splot	EIKDHCD	VALUING-CAT-FEATURES	cell	1	eol
1111	Splot	EIKDHCD	VALUING-CAT-FEATURES	cell	1	eol
1112	Splot	GCUHBEA	VALUING-CAT-FEATURES	cell	1	eol
1113	Splot	GCUHBEA	VALUING-CAT-FEATURES	cell	1	eol
1114	Splot	GCUHBEA	VALUING-CAT-FEATURES	cell	1	eol
1115	Splot	GCUHBEA	VALUING-CAT-FEATURES	cell	1	eol
1116	Splot	GCUHBEA	VALUING-CAT-FEATURES	cell	1	eol
1117	Splot	GCUHBEA	VALUING-CAT-FEATURES	cell	1	eol
1118	Splot	GCUHBEA	VALUING-CAT-FEATURES	cell	1	eol
1119	Splot	GCUHBEA	VALUING-CAT-FEATURES	cell	1	eol
1120	Splot	GCUHBEA	VALUING-CAT-FEATURES	cell	1	eol
1121	Splot	GCUHBEA	VALUING-CAT-FEATURES	cell	1	eol
1122	Splot	GCUHBEA	VALUING-CAT-FEATURES	cell	1	eol
1123	Splot	GCUHBEA	VALUING-CAT-FEATURES	cell	1	eol
1124	Splot	GCUHBEA	VALUING-CAT-FEATURES	cell	1	eol
1125	Splot	HHIELDE	VALUING-CAT-FEATURES	cell	1	eol
1126	Splot	HHIELDE	VALUING-CAT-FEATURES	cell	0	eol
1127	Splot	HHIELDE	VALUING-CAT-FEATURES	cell	0	eol
1128	Splot	HHIELDE	VALUING-CAT-FEATURES	cell	1	eol
1129	Splot	HHIELDE	VALUING-CAT-FEATURES	cell	1	eol
1130	Splot	HHIELDE	VALUING-CAT-FEATURES	cell	0	eol
1131	Splot	HHIELDE	VALUING-CAT-FEATURES	cell	1	eol
1132	Splot	HHIELDE	VALUING-CAT-FEATURES	cell	1	eol
1133	Splot	HHIELDE	VALUING-CAT-FEATURES	cell	1	eol
1134	Splot	HHIELDE	VALUING-CAT-FEATURES	cell	1	eol
